NumberofFloors,NumberofBuildings,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),LargestPropertyUseTypeGFA,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,BuildingType,Neighborhood,largestUseType_encode,BuildingAge
7.0,1.0,109745.0,25898.0,100.0,27.39999962,2957912.0,104890.0,2073765.0,884150.0,55.5,1,1,1,7.0
2.0,1.0,31928.0,0.0,31.0,38.79999924,1246536.0,31928.0,1246537.0,0.0,5.2,0,1,1,8.0
8.0,1.0,374466.0,0.0,75.0,226.1000061,74310120.0,329659.0,27838815.0,0.0,3972.6,1,1,2,101.0
3.0,1.0,43248.0,0.0,0.0,102.5999985,4430813.0,28832.0,3237780.0,1193030.0,76.8,0,1,1,117.0
5.0,1.0,66460.0,0.0,0.0,58.09999847,3863679.0,31964.0,2543344.0,1320330.0,80.6,1,1,1,38.0
3.0,1.0,41395.0,156000.0,0.0,82.40000153,3702478.0,154000.0,2156222.0,1546260.0,91.0,1,1,1,32.0
8.0,1.0,41198.0,0.0,91.0,121.5,5003294.0,41198.0,4623390.0,379900.0,39.3,1,1,1,11.0
6.0,1.0,317814.0,0.0,91.0,33.09999847,7641598.0,228426.0,5778014.0,1863580.0,122.9,1,1,1,8.0
1.0,1.0,20993.0,0.0,0.0,63.70000076,1349952.0,20983.0,885532.0,464420.0,28.3,1,1,1,7.0
7.0,1.0,241130.0,37424.0,100.0,28.70000076,6995502.0,228230.0,4329473.0,2666030.0,159.5,1,1,1,7.0
5.0,1.0,100371.0,17973.0,96.0,23.39999962,2328634.0,98675.0,2328633.0,0.0,9.6,1,0,1,7.0
1.0,1.0,40265.0,0.0,0.0,32.90000153,1322836.0,40265.0,1322836.0,0.0,5.5,1,1,0,12.0
0.0,1.0,176228.0,-3.0,96.0,24.79999924,4406894.0,176225.0,2931435.0,1475460.0,90.5,1,1,1,10.0
3.0,1.0,30568.0,0.0,0.0,62.09999847,1898830.0,30568.0,359151.0,0.0,129.3,1,1,2,125.0
5.0,1.0,119715.0,0.0,0.0,424.2000122,111853328.0,264571.0,45730661.0,6420.0,5677.7,1,1,2,15.0
4.0,1.0,140512.0,0.0,0.0,473.5,66197036.0,140512.0,9952227.0,0.0,4709.9,1,1,2,61.0
5.0,1.0,116416.0,0.0,0.0,108.1999969,12594023.0,116416.0,5899113.0,0.0,580.1,1,1,2,39.0
0.0,1.0,166991.0,0.0,29.0,94.5,15675222.0,166991.0,7911466.0,7763760.0,445.1,1,1,1,68.0
0.0,1.0,89392.0,0.0,99.0,23.5,9480993.0,401782.0,5813881.0,3667110.0,218.8,1,1,1,51.0
4.0,1.0,81173.0,0.0,0.0,135.1999969,10989734.0,51765.0,3302522.0,0.0,651.8,1,1,2,75.0
0.0,1.0,97040.0,0.0,78.0,43.5,3502780.0,97040.0,3049443.0,453340.0,36.7,1,1,1,10.0
4.0,1.0,118684.0,0.0,0.0,40.90000153,4837039.0,118684.0,4499961.0,0.0,46.6,1,1,2,104.0
6.0,1.0,414200.0,179000.0,94.0,33.79999924,14477637.0,427181.0,13092431.0,1385210.0,127.7,1,1,1,7.0
5.0,1.0,69451.0,0.0,96.0,31.29999924,1455083.0,46828.0,984989.0,470090.0,29.0,1,0,1,6.0
4.0,1.0,47711.0,0.0,97.0,29.39999962,1405807.0,47711.0,883308.0,522500.0,31.4,0,1,1,6.0
6.0,1.0,107556.0,0.0,79.0,36.20000076,2579757.0,70535.0,2579757.0,0.0,10.7,1,1,1,6.0
4.0,1.0,20128.0,0.0,39.0,31.89999962,667562.0,21019.0,667562.0,0.0,2.8,0,0,1,6.0
26.0,1.0,490593.0,128823.0,97.0,44.5,20310750.0,430927.0,11565735.0,8745010.0,512.3,2,1,1,7.0
26.0,1.0,193927.0,75138.0,93.0,42.0,8254703.0,193927.0,5789898.0,2464810.0,154.9,2,1,1,7.0
6.0,1.0,83296.0,0.0,62.0,55.0,3395610.0,60452.0,1389230.0,2006380.0,112.3,1,1,1,8.0
4.0,1.0,88304.0,23960.0,96.0,28.29999924,2520922.0,88304.0,2520922.0,0.0,10.4,0,0,1,7.0
4.0,1.0,87576.0,14004.0,0.0,8.800000191,772518.0,87576.0,770147.0,2370.0,3.3,1,1,0,7.0
7.0,1.0,67708.0,27201.0,0.0,39.0,2656240.0,67708.0,1962177.0,694060.0,45.0,1,1,1,7.0
7.0,1.0,68131.0,6378.0,81.0,49.5,2653160.0,53768.0,1465977.0,1187180.0,69.1,1,1,1,7.0
7.0,1.0,88455.0,30345.0,75.0,54.40000153,4357416.0,80299.0,2568496.0,1788920.0,105.6,1,1,1,8.0
3.0,1.0,38482.0,84198.0,0.0,34.90000153,1364909.0,84198.0,1005293.0,359620.0,23.3,1,1,1,7.0
4.0,1.0,17502.0,3765.0,100.0,34.79999924,746216.0,21267.0,472953.0,273260.0,16.5,0,1,1,7.0
6.0,1.0,39286.0,0.0,76.0,38.0,1498973.0,37334.0,1293043.0,205930.0,16.3,1,1,1,7.0
6.0,1.0,111010.0,47957.0,72.0,45.79999924,4862962.0,68575.0,3897374.0,965590.0,67.4,1,1,1,9.0
7.0,1.0,42905.0,0.0,100.0,31.20000076,1368068.0,42905.0,974572.0,393500.0,24.9,1,1,1,7.0
4.0,1.0,85639.0,14112.0,0.0,5.400000095,504340.0,92270.0,471235.0,33110.0,3.7,1,1,0,7.0
7.0,1.0,72528.0,13119.0,46.0,36.0,3078590.0,82047.0,3078590.0,0.0,12.7,1,1,1,7.0
4.0,1.0,45892.0,0.0,77.0,29.29999924,1356593.0,45892.0,1356593.0,0.0,5.6,0,1,1,7.0
6.0,1.0,26198.0,0.0,100.0,51.59999847,1362428.0,26198.0,419866.0,942560.0,51.8,1,1,1,7.0
7.0,1.0,289089.0,129196.0,100.0,27.89999962,8105443.0,279653.0,5937910.0,2167530.0,139.7,1,1,1,7.0
5.0,1.0,43904.0,26287.0,99.0,30.70000076,2184378.0,70191.0,1414841.0,769540.0,46.7,1,0,1,7.0
7.0,1.0,56893.0,25194.0,100.0,38.40000153,3159606.0,82087.0,1896841.0,1262770.0,74.9,1,1,1,7.0
8.0,1.0,31990.0,0.0,100.0,29.39999962,936047.0,31990.0,575413.0,360630.0,21.5,1,0,1,7.0
7.0,1.0,33625.0,0.0,97.0,29.70000076,1009879.0,33753.0,697335.0,312540.0,19.5,1,1,1,6.0
5.0,1.0,22455.0,0.0,97.0,38.79999924,852672.0,21600.0,618253.0,234420.0,15.0,1,1,1,6.0
4.0,1.0,106156.0,76222.0,100.0,40.29999924,4288232.0,106156.0,2472346.0,1815890.0,106.7,0,1,1,7.0
5.0,1.0,221280.0,92315.0,89.0,45.90000153,7519678.0,163984.0,5192460.0,2327220.0,145.1,1,0,1,7.0
5.0,1.0,37873.0,0.0,45.0,72.5,2738667.0,37869.0,1433828.0,1304840.0,75.2,1,1,1,6.0
7.0,1.0,42980.0,19069.0,88.0,38.5,1181142.0,30480.0,1176661.0,4480.0,5.1,1,1,1,7.0
4.0,1.0,43566.0,0.0,95.0,21.29999924,933324.0,43566.0,933324.0,0.0,3.9,0,1,1,7.0
12.0,1.0,123686.0,0.0,76.0,39.29999924,4821631.0,122804.0,3775948.0,1045680.0,71.2,2,1,1,7.0
6.0,1.0,197139.0,86340.0,99.0,41.20000076,6986814.0,136301.0,3137935.0,3848880.0,217.4,1,1,1,6.0
10.0,1.0,345992.0,167824.0,91.0,42.70000076,15340774.0,360127.0,14563545.0,777230.0,101.5,1,0,1,6.0
6.0,1.0,69950.0,12043.0,89.0,41.90000153,2953766.0,69950.0,1871264.0,1082500.0,65.2,1,1,1,7.0
9.0,1.0,168006.0,85009.0,93.0,41.5,8087455.0,193322.0,4453475.0,3633980.0,211.4,1,1,1,7.0
14.0,1.0,144614.0,0.0,95.0,51.5,8128110.0,158207.0,3805240.0,4322870.0,245.3,1,1,2,6.0
11.0,1.0,300115.0,131211.0,84.0,37.5,11491226.0,306291.0,11489228.0,2000.0,47.6,1,1,1,6.0
12.0,1.0,317442.0,163260.0,91.0,33.40000153,11444184.0,336198.0,9737787.0,1706400.0,130.9,1,1,1,7.0
2.0,1.0,25532.0,0.0,0.0,13.5,316201.0,11745.0,316201.0,0.0,1.3,1,0,1,7.0
2.0,1.0,126604.0,202171.0,0.0,45.09999847,4918856.0,202171.0,3512756.0,1406100.0,89.2,1,1,1,6.0
6.0,1.0,103792.0,12784.0,99.0,32.20000076,2870786.0,89422.0,1847952.0,1022840.0,62.0,1,1,1,7.0
6.0,2.0,196788.0,75134.0,69.0,51.09999847,10427982.0,183646.0,6324197.0,4103780.0,244.1,1,0,1,6.0
12.0,1.0,317189.0,166208.0,89.0,36.40000153,12465332.0,337544.0,10793766.0,1671560.0,133.4,1,1,1,6.0
8.0,1.0,71739.0,39225.0,100.0,29.70000076,3072994.0,102400.0,2066480.0,1006510.0,62.0,1,1,1,7.0
7.0,1.0,236227.0,82608.0,100.0,32.70000076,7723379.0,236227.0,5004490.0,2718890.0,165.1,1,1,1,7.0
6.0,1.0,155815.0,29301.0,21.0,122.3000031,19614414.0,123827.0,18956016.0,658400.0,113.4,1,0,1,6.0
4.0,1.0,44650.0,0.0,88.0,24.0,1083681.0,44650.0,1083681.0,0.0,4.5,0,1,1,21.0
7.0,1.0,80371.0,11837.0,98.0,21.60000038,1715821.0,77950.0,1715821.0,0.0,7.1,1,1,1,6.0
13.0,1.0,339038.0,197659.0,88.0,44.40000153,17375066.0,387619.0,11806980.0,5568090.0,344.6,1,1,1,7.0
7.0,1.0,42393.0,0.0,100.0,31.20000076,1327895.0,42393.0,992029.0,335870.0,21.9,1,1,1,7.0
6.0,1.0,128460.0,0.0,97.0,24.89999962,2534312.0,101020.0,2534312.0,0.0,10.5,1,1,1,6.0
40.0,1.0,277566.0,41915.0,82.0,39.70000076,16264217.0,405497.0,9910659.0,6353560.0,378.4,2,1,1,6.0
7.0,1.0,91128.0,0.0,99.0,20.29999924,1866761.0,84788.0,1866761.0,0.0,7.7,1,1,1,6.0
4.0,1.0,85284.0,41539.0,96.0,56.59999847,5071853.0,88157.0,3125275.0,1946580.0,116.3,1,1,2,7.0
7.0,1.0,85317.0,7886.0,86.0,34.90000153,8189988.0,206821.0,6415635.0,1774350.0,120.8,1,1,1,6.0
4.0,1.0,35780.0,0.0,71.0,41.5,1220339.0,29627.0,927091.0,293250.0,19.4,0,1,1,5.0
1.0,1.0,72000.0,0.0,0.0,48.59999847,3588124.0,73440.0,1782377.0,1805750.0,103.3,1,1,1,8.0
7.0,1.0,26322.0,15062.0,100.0,28.89999962,1074832.0,34643.0,654609.0,420220.0,25.0,1,1,1,6.0
6.0,1.0,91393.0,29825.0,98.0,32.29999924,2978732.0,91393.0,2151550.0,827180.0,52.8,1,1,1,6.0
7.0,1.0,236739.0,173086.0,99.0,34.20000076,7473236.0,177339.0,4099402.0,3373830.0,196.1,1,0,1,6.0
5.0,1.0,36353.0,13421.0,0.0,38.5,1364666.0,31311.0,1072174.0,292490.0,20.0,1,1,1,6.0
7.0,1.0,169548.0,90503.0,94.0,45.40000153,6624582.0,145784.0,3884866.0,2739720.0,161.6,1,0,1,6.0
7.0,1.0,187477.0,46280.0,100.0,22.39999962,4209926.0,187477.0,3222075.0,987850.0,65.8,1,1,1,6.0
20.0,1.0,137753.0,12223.0,72.0,0.0,7837912.0,115768.0,6128955.0,1708960.0,116.1,2,1,1,6.0
3.0,1.0,45000.0,0.0,34.0,35.90000153,1631799.0,45728.0,1631799.0,0.0,6.8,1,1,1,6.0
4.0,1.0,28431.0,8254.0,65.0,43.59999847,1183801.0,27244.0,819989.0,363810.0,22.7,0,1,1,6.0
5.0,1.0,123799.0,52045.0,99.0,32.29999924,4018387.0,123540.0,2694848.0,1323540.0,81.4,1,1,1,6.0
7.0,1.0,162213.0,51739.0,98.0,30.0,6228793.0,205103.0,3910507.0,2318290.0,139.3,1,1,1,6.0
4.0,1.0,41010.0,6602.0,97.0,62.79999924,2574065.0,41010.0,1664647.0,909420.0,55.2,1,0,1,6.0
4.0,1.0,48311.0,2784.0,79.0,65.69999695,3220012.0,49324.0,1444581.0,1775430.0,100.3,0,0,1,6.0
4.0,1.0,41403.0,0.0,99.0,29.39999962,1243627.0,38468.0,837915.0,405710.0,25.0,0,1,1,6.0
3.0,1.0,24838.0,604.0,0.0,52.5,1793140.0,25052.0,695726.0,1097414.0,61.2,0,1,1,6.0
7.0,1.0,58975.0,4850.0,100.0,35.90000153,1785955.0,48591.0,1138642.0,647310.0,39.1,1,1,1,6.0
7.0,1.0,325000.0,0.0,74.0,53.29999924,17488408.0,325000.0,8060048.0,9428360.0,534.1,1,1,1,6.0
6.0,1.0,77137.0,8908.0,92.0,27.0,2158150.0,78359.0,2158151.0,0.0,8.9,1,1,1,6.0
6.0,1.0,260262.0,85028.0,0.0,152.1000061,41943164.0,151523.0,28069459.0,13873700.0,853.0,1,1,2,6.0
7.0,1.0,149318.0,58818.0,98.0,35.90000153,4446572.0,122333.0,2788840.0,1657730.0,99.6,1,0,1,6.0
37.0,1.0,788000.0,202000.0,92.0,28.5,23172480.0,812036.0,20310326.0,2862150.0,236.0,1,1,1,5.0
4.0,1.0,23060.0,0.0,92.0,33.20000076,764157.0,23060.0,472584.0,291573.0,17.4,0,0,1,7.0
4.0,1.0,17666.0,2580.0,97.0,35.70000076,724232.0,20246.0,478380.0,245850.0,15.0,0,1,1,7.0
39.0,1.0,432000.0,127958.0,82.0,41.59999847,16348409.0,390743.0,11318791.0,5029620.0,313.9,2,1,1,2.0
1.0,3.0,116756.0,0.0,0.0,79.80000305,9323517.0,116756.0,5088698.0,4234820.0,246.0,2,1,2,3.0
5.0,1.0,123332.0,78749.0,0.0,68.30000305,8512381.0,108777.0,6212976.0,2299410.0,147.8,1,1,1,4.0
7.0,1.0,125562.0,54695.0,86.0,66.5,8345792.0,125562.0,4542587.0,3803207.0,220.8,1,1,2,5.0
6.0,1.0,143460.0,51761.0,99.0,30.29999924,4409539.0,143460.0,3007128.0,1402410.0,86.9,1,0,1,5.0
8.0,1.0,114736.0,28069.0,95.0,58.0,6673531.0,115050.0,3516318.0,3157210.0,182.2,1,1,2,5.0
4.0,1.0,22694.0,0.0,100.0,20.5,462675.0,22694.0,272881.0,189790.0,11.2,0,1,1,5.0
5.0,1.0,101273.0,38069.0,94.0,35.90000153,3629790.0,101273.0,2441098.0,1188690.0,73.2,1,1,1,5.0
7.0,1.0,40061.0,1645.0,0.0,49.29999924,2066168.0,41706.0,1617864.0,448300.0,30.5,1,1,1,5.0
5.0,1.0,25020.0,0.0,99.0,52.0,1305643.0,25091.0,989908.0,315730.0,20.9,1,1,1,5.0
5.0,1.0,30669.0,0.0,88.0,69.90000153,2143230.0,30669.0,1544723.0,598508.0,38.2,1,1,1,5.0
5.0,1.0,161999.0,0.0,90.0,42.20000076,5116258.0,120328.0,3009015.0,2107240.0,124.4,1,0,1,4.0
7.0,1.0,218012.0,92880.0,97.0,27.89999962,6138904.0,217503.0,4524111.0,1614790.0,104.5,1,1,1,5.0
5.0,1.0,99043.0,34838.0,99.0,33.59999847,3350931.0,89564.0,2007038.0,1343890.0,79.7,1,1,1,5.0
37.0,2.0,1076961.0,420000.0,95.0,39.90000153,45050740.0,1023298.0,38247701.0,6803030.0,519.5,1,1,1,5.0
4.0,1.0,24556.0,4993.0,44.0,46.70000076,981329.0,20996.0,981329.0,0.0,4.1,0,1,1,5.0
8.0,1.0,245889.0,0.0,100.0,23.89999962,6883580.0,274254.0,4530242.0,2353340.0,143.7,1,1,1,5.0
6.0,1.0,74310.0,30288.0,93.0,40.29999924,2415652.0,60132.0,1541629.0,874020.0,52.8,1,1,1,5.0
4.0,1.0,220902.0,118087.0,67.0,57.90000153,12152586.0,205727.0,11021535.0,1131050.0,105.7,1,1,1,5.0
7.0,1.0,96495.0,19452.0,51.0,46.70000076,4990104.0,105778.0,2697326.0,2292780.0,132.9,1,1,1,5.0
6.0,1.0,31988.0,0.0,100.0,24.5,745742.0,28701.0,745742.0,0.0,3.1,1,1,1,5.0
2.0,1.0,44745.0,0.0,95.0,38.29999924,1711505.0,44667.0,1711505.0,0.0,7.1,1,1,1,5.0
4.0,1.0,30106.0,0.0,85.0,31.0,696433.0,22299.0,696433.0,0.0,2.9,0,0,1,5.0
7.0,1.0,37581.0,1136.0,83.0,35.20000076,1047907.0,28990.0,1028009.0,19900.0,5.3,1,1,1,5.0
4.0,1.0,69511.0,0.0,99.0,29.79999924,1675520.0,55965.0,1083796.0,591720.0,35.9,0,0,1,5.0
6.0,1.0,88028.0,0.0,89.0,38.0,3345602.0,88028.0,2286845.0,1058760.0,65.7,1,1,1,5.0
6.0,1.0,273568.0,0.0,100.0,27.20000076,6685701.0,241451.0,3666201.0,3019500.0,175.5,1,1,1,5.0
4.0,1.0,25688.0,0.0,100.0,33.70000076,663469.0,19769.0,413964.0,249510.0,15.0,0,1,1,5.0
4.0,5.0,281300.0,0.0,93.0,28.79999924,7347826.0,253555.0,4928583.0,2419240.0,148.9,0,1,1,5.0
5.0,1.0,44192.0,0.0,25.0,34.90000153,1530396.0,43995.0,1440824.0,89570.0,10.7,0,1,1,5.0
3.0,1.0,139061.0,0.0,61.0,43.40000153,6334878.0,145000.0,3683230.0,2651650.0,156.1,0,0,1,5.0
6.0,2.0,185611.0,0.0,0.0,33.59999847,4533676.0,116272.0,2481916.0,2051760.0,119.2,1,1,1,5.0
7.0,1.0,50726.0,0.0,76.0,33.40000153,1708409.0,50726.0,1708409.0,0.0,7.1,1,1,1,5.0
6.0,1.0,44294.0,0.0,100.0,30.70000076,1327482.0,42677.0,855865.0,471620.0,28.6,1,1,1,5.0
24.0,1.0,224326.0,0.0,51.0,53.5,8347590.0,154525.0,4868201.0,3479390.0,204.9,2,1,1,5.0
5.0,1.0,344786.0,81534.0,98.0,41.09999847,8179664.0,198845.0,4795559.0,3384100.0,199.6,0,1,1,5.0
8.0,1.0,188816.0,24987.0,98.0,22.39999962,4873981.0,217888.0,4873981.0,0.0,20.2,1,1,1,5.0
5.0,1.0,27424.0,1893.0,0.0,26.89999962,766834.0,28317.0,509978.0,256860.0,15.8,1,0,1,4.0
4.0,1.0,71392.0,24184.0,92.0,27.10000038,2215145.0,80168.0,2215145.0,0.0,9.2,1,1,1,5.0
6.0,1.0,122827.0,55751.0,98.0,32.29999924,3989191.0,75876.0,3171655.0,817540.0,56.5,1,1,1,5.0
6.0,1.0,60500.0,0.0,97.0,30.0,1837601.0,60500.0,1153950.0,683650.0,41.1,1,0,1,5.0
3.0,1.0,41008.0,34486.0,0.0,37.20000076,1689191.0,29193.0,1689191.0,0.0,7.0,0,0,1,5.0
21.0,1.0,361575.0,128246.0,89.0,42.29999924,15805341.0,373458.0,15442538.0,362800.0,83.2,1,1,1,5.0
4.0,1.0,47406.0,0.0,11.0,65.09999847,2927390.0,45000.0,2927390.0,0.0,12.1,1,1,1,5.0
4.0,1.0,37100.0,0.0,93.0,32.5,1114496.0,34350.0,882241.0,232260.0,16.0,1,1,1,5.0
1.0,1.0,25065.0,0.0,98.0,51.59999847,1329135.0,25763.0,1329135.0,0.0,5.5,1,0,1,5.0
1.0,1.0,20616.0,0.0,0.0,27.0,557305.0,20616.0,557305.0,0.0,2.3,1,0,1,16.0
1.0,1.0,23445.0,0.0,0.0,318.2999878,7361850.0,23445.0,532839.0,6829010.0,364.9,1,1,1,109.0
1.0,1.0,20050.0,0.0,0.0,113.4000015,2270946.0,20050.0,816788.0,1454160.0,80.6,1,1,1,27.0
6.0,1.0,181456.0,59244.0,95.0,30.29999924,5587318.0,184147.0,5587317.0,0.0,23.1,1,0,1,5.0
11.0,1.0,305542.0,0.0,90.0,29.89999962,9154049.0,305542.0,8985396.0,168650.0,46.1,1,1,1,4.0
12.0,2.0,802928.0,458227.0,92.0,40.90000153,33205086.0,800005.0,31008932.0,2196150.0,244.9,1,1,1,4.0
6.0,1.0,67615.0,24294.0,97.0,34.90000153,2367805.0,67615.0,1584569.0,783240.0,48.2,1,0,1,5.0
7.0,1.0,141698.0,41514.0,99.0,29.0,4118881.0,141698.0,2723411.0,1395470.0,85.4,1,0,1,5.0
7.0,2.0,413366.0,137523.0,95.0,35.70000076,15134633.0,415736.0,10423346.0,4711290.0,293.3,1,1,1,5.0
12.0,1.0,208664.0,45000.0,79.0,63.59999847,11951702.0,96801.0,8423030.0,3528670.0,222.3,2,1,2,4.0
4.0,2.0,79820.0,26784.0,93.0,34.59999847,2776070.0,79820.0,2008625.0,767450.0,49.1,1,1,1,5.0
6.0,1.0,110405.0,34415.0,100.0,24.60000038,2739260.0,110405.0,1899429.0,839830.0,52.5,1,1,1,5.0
6.0,1.0,113894.0,39848.0,98.0,37.29999924,4254396.0,114439.0,2482515.0,1771880.0,104.4,1,1,1,5.0
6.0,2.0,112241.0,13324.0,74.0,42.09999847,4748495.0,104776.0,3553185.0,1195310.0,78.2,1,1,1,4.0
6.0,1.0,201505.0,15718.0,0.0,5.5,1173748.0,214875.0,1173748.0,0.0,4.9,1,1,0,5.0
7.0,1.0,144267.0,42803.0,100.0,23.39999962,3396227.0,139220.0,1892966.0,1503260.0,87.7,1,1,1,5.0
7.0,1.0,101367.0,36404.0,81.0,43.0,4191206.0,83887.0,3213297.0,977910.0,65.2,1,1,1,4.0
1.0,1.0,178196.0,0.0,0.0,15.69999981,2871408.0,178196.0,470204.0,2401200.0,129.5,1,1,1,51.0
7.0,2.0,424177.0,225428.0,77.0,49.40000153,24128994.0,448506.0,14877187.0,9251810.0,552.9,1,0,1,3.0
6.0,1.0,99625.0,29655.0,97.0,27.70000076,2781464.0,99625.0,1994175.0,787290.0,50.1,1,0,1,7.0
7.0,1.0,263015.0,57551.0,99.0,31.60000038,7593590.0,238158.0,4962846.0,2630740.0,160.2,1,1,1,5.0
41.0,1.0,995234.0,469397.0,60.0,46.40000153,36035896.0,763447.0,26329408.0,9706490.0,624.4,2,1,1,6.0
3.0,1.0,57333.0,0.0,0.0,34.29999924,1961729.0,57333.0,1802870.0,158860.0,15.9,1,0,2,4.0
1.0,1.0,30073.0,0.0,80.0,23.39999962,716162.0,30073.0,218436.0,497726.0,27.3,1,1,0,82.0
7.0,1.0,61179.0,8477.0,0.0,21.79999924,1382661.0,59547.0,885884.0,496780.0,30.1,1,1,1,5.0
8.0,1.0,71685.0,6072.0,100.0,21.60000038,1545266.0,71685.0,1079096.0,466170.0,29.2,1,1,1,4.0
12.0,1.0,292590.0,129682.0,95.0,35.5,10378174.0,292000.0,10056111.0,322070.0,58.7,1,1,1,5.0
6.0,1.0,20838.0,0.0,97.0,60.70000076,1008078.0,16517.0,626385.0,381690.0,22.9,1,1,1,6.0
6.0,1.0,57575.0,9930.0,89.0,35.40000153,1649812.0,46680.0,1649812.0,0.0,6.8,1,1,1,6.0
39.0,1.0,412344.0,126695.0,82.0,41.29999924,17374354.0,388426.0,9653759.0,7720590.0,450.0,2,1,1,5.0
2.0,1.0,102948.0,0.0,92.0,18.79999924,1963643.0,104686.0,1855867.0,107780.0,13.4,1,1,1,4.0
37.0,2.0,1077435.0,521795.0,92.0,42.40000153,52713236.0,1089066.0,44293731.0,8419500.0,630.4,1,1,1,5.0
7.0,1.0,114062.0,11008.0,0.0,42.70000076,4651324.0,90780.0,2441313.0,2210010.0,127.5,1,1,1,3.0
12.0,1.0,293826.0,149292.0,27.0,154.6000061,44739164.0,290117.0,25451258.0,19287900.0,1129.7,1,1,1,4.0
7.0,1.0,43021.0,9091.0,96.0,36.59999847,1572286.0,43021.0,1090045.0,482240.0,30.1,1,1,1,5.0
5.0,1.0,38701.0,12962.0,100.0,35.09999847,1367616.0,38701.0,890524.0,477090.0,29.0,1,1,1,5.0
40.0,1.0,512983.0,0.0,82.0,46.59999847,18832090.0,395319.0,9082853.0,9749240.0,555.4,2,1,1,51.0
5.0,1.0,73526.0,20331.0,85.0,36.29999924,2686196.0,73526.0,1690269.0,995930.0,59.9,1,0,1,51.0
3.0,1.0,52475.0,39076.0,94.0,28.20000076,1502230.0,53291.0,1378294.0,123940.0,12.3,1,1,1,51.0
7.0,1.0,211754.0,46149.0,100.0,22.0,4680346.0,195856.0,4635311.0,45030.0,21.6,1,1,1,51.0
4.0,2.0,145509.0,46748.0,96.0,0.0,4627966.0,145509.0,2777889.0,1850080.0,109.8,0,1,1,4.0
6.0,1.0,138434.0,0.0,96.0,37.40000153,4174535.0,111855.0,3182740.0,991800.0,65.8,1,1,1,4.0
6.0,1.0,105154.0,45442.0,97.0,54.0,5679486.0,105441.0,3375664.0,2303820.0,136.3,1,0,2,5.0
4.0,1.0,37434.0,14087.0,80.0,24.20000076,1259277.0,51521.0,1259277.0,0.0,5.2,0,0,1,4.0
6.0,1.0,60645.0,13320.0,94.0,34.90000153,2144602.0,58139.0,1601400.0,543200.0,35.5,1,1,1,6.0
39.0,1.0,185492.0,0.0,93.0,56.29999924,10581595.0,185492.0,4748897.0,5832700.0,329.4,1,1,2,3.0
5.0,1.0,82484.0,26373.0,100.0,30.70000076,2523112.0,82484.0,1712263.0,810850.0,50.1,1,0,1,5.0
3.0,1.0,94294.0,0.0,82.0,30.89999962,2968912.0,95000.0,1621893.0,1347020.0,78.2,1,0,1,5.0
6.0,1.0,50393.0,19011.0,100.0,20.60000038,1051201.0,45254.0,674180.0,377020.0,22.8,1,1,1,5.0
4.0,1.0,44971.0,128729.0,0.0,111.1999969,5002068.0,128729.0,3082892.0,1919180.0,114.7,0,1,1,5.0
5.0,1.0,33889.0,0.0,88.0,47.90000153,1360105.0,28289.0,635779.0,724330.0,41.1,1,1,1,4.0
5.0,1.0,128210.0,0.0,96.0,28.89999962,2849105.0,97383.0,1712243.0,1136860.0,67.5,1,1,1,5.0
6.0,1.0,32489.0,0.0,99.0,52.40000153,1285896.0,32489.0,760837.0,525059.0,31.0,1,1,1,5.0
4.0,1.0,41857.0,4020.0,0.0,25.20000076,1051019.0,39612.0,601906.0,449110.0,26.3,0,1,1,6.0
6.0,2.0,314421.0,79220.0,92.0,36.09999847,11492086.0,314421.0,8384884.0,3107200.0,199.7,1,0,1,5.0
6.0,1.0,308662.0,0.0,97.0,34.70000076,10720476.0,310011.0,6501658.0,4218820.0,251.0,1,0,1,5.0
6.0,1.0,33114.0,0.0,99.0,29.29999924,970366.0,31468.0,643691.0,326670.0,20.0,1,0,1,4.0
7.0,1.0,41600.0,0.0,81.0,37.70000076,1565436.0,41600.0,1198147.0,367290.0,24.5,1,1,1,4.0
5.0,1.0,73449.0,30610.0,100.0,25.79999924,1905828.0,70823.0,1278038.0,627790.0,38.6,1,1,1,5.0
4.0,1.0,39272.0,0.0,100.0,42.90000153,1441038.0,31626.0,724749.0,716289.0,41.0,0,1,1,4.0
7.0,1.0,84802.0,30027.0,98.0,30.70000076,2522822.0,81527.0,1621575.0,901250.0,54.6,1,1,1,5.0
15.0,1.0,186429.0,49938.0,96.0,46.20000076,10716050.0,230360.0,5584349.0,5131700.0,295.6,1,1,2,4.0
6.0,1.0,82544.0,25625.0,94.0,29.29999924,3287644.0,112298.0,2247682.0,1039960.0,64.5,1,1,1,5.0
7.0,1.0,126667.0,19758.0,98.0,22.60000038,3422406.0,150730.0,3422407.0,0.0,14.2,1,1,1,6.0
6.0,1.0,115174.0,35992.0,97.0,42.0,4544660.0,106706.0,2655827.0,1888830.0,111.3,1,0,1,4.0
5.0,1.0,34618.0,0.0,93.0,25.39999962,879128.0,34618.0,876750.0,2380.0,3.8,1,1,1,5.0
4.0,1.0,37682.0,5580.0,95.0,19.70000076,700705.0,35101.0,700705.0,0.0,2.9,0,1,1,5.0
6.0,1.0,35990.0,0.0,88.0,35.90000153,1412131.0,39378.0,974002.0,438130.0,27.3,1,1,1,4.0
