NumberofFloors,NumberofBuildings,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),LargestPropertyUseTypeGFA,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,BuildingType,Neighborhood,largestUseType_encode,BuildingAge
26.0,1.0,455459.0,174156.0,38.0,35.29999924,17674430.0,500158.0,17674430.0,0.0,73.1,2,1,1,13.0
4.0,1.0,24900.0,0.0,5.0,156.6999969,3849001.0,24900.0,295531.0,3553470.0,189.9,0,1,1,101.0
4.0,1.0,25380.0,0.0,94.0,67.09999847,1728258.0,25380.0,63491.0,1664770.0,88.7,0,1,1,92.0
6.0,1.0,27397.0,5092.0,59.0,64.59999847,1311219.0,20346.0,1311219.0,0.0,5.4,1,1,1,12.0
17.0,1.0,237425.0,95356.0,9.0,68.90000153,11964202.0,173204.0,9049914.0,2914290.0,192.2,2,1,1,15.0
4.0,1.0,54770.0,0.0,3.0,173.1000061,6812036.0,39360.0,979504.0,5832531.0,313.8,0,1,1,119.0
4.0,1.0,31979.0,1893.0,100.0,13.39999962,348632.0,26100.0,296641.0,51990.0,4.0,0,1,1,115.0
1.0,1.0,44086.0,0.0,12.0,121.9000015,5464164.0,44091.0,1208005.0,672250.0,338.2,1,1,1,117.0
7.0,1.0,33548.0,20824.0,90.0,23.79999924,1304045.0,54372.0,1304046.0,0.0,5.4,1,1,1,51.0
3.0,1.0,24039.0,0.0,72.0,40.90000153,996742.0,24039.0,996742.0,0.0,4.1,0,1,1,65.0
7.0,1.0,45564.0,0.0,85.0,59.20000076,2688650.0,45564.0,540142.0,2148510.0,116.3,1,1,1,61.0
11.0,1.0,92183.0,0.0,0.0,58.90000153,5394527.0,92183.0,1946521.0,213420.0,287.9,2,1,1,54.0
4.0,1.0,25316.0,0.0,0.0,53.59999847,1365155.0,25316.0,579342.0,785810.0,44.1,0,1,1,96.0
3.0,1.0,51098.0,0.0,93.0,32.0,1649807.0,51098.0,1649807.0,0.0,6.8,0,1,1,64.0
6.0,1.0,42952.0,14090.0,89.0,28.79999924,1237250.0,42952.0,1237250.0,0.0,5.1,1,1,1,22.0
1.0,1.0,47699.0,0.0,0.0,191.3000031,8990448.0,47000.0,3235931.0,2330.0,491.0,1,1,2,70.0
0.0,1.0,227569.0,156345.0,62.0,119.0,28010892.0,233491.0,10971897.0,0.0,1459.8,1,1,1,46.0
17.0,1.0,76855.0,0.0,15.0,45.40000153,2942625.0,64046.0,2942625.0,0.0,12.2,2,1,1,39.0
2.0,1.0,41022.0,0.0,0.0,102.9000015,4222366.0,41022.0,4222367.0,0.0,17.5,1,1,1,100.0
4.0,1.0,93087.0,0.0,96.0,21.70000076,2034009.0,93087.0,1832446.0,201560.0,18.3,0,0,1,39.0
3.0,1.0,86835.0,0.0,45.0,37.20000076,1970075.0,52742.0,1970075.0,0.0,8.2,0,0,1,56.0
4.0,3.0,113994.0,14655.0,65.0,31.89999962,3662864.0,113994.0,3662864.0,0.0,15.2,0,0,1,31.0
3.0,1.0,20590.0,12990.0,85.0,30.89999962,632845.0,20590.0,632845.0,0.0,2.6,1,0,1,36.0
7.0,1.0,124773.0,41141.0,99.0,31.10000038,3888780.0,117271.0,2719184.0,1169596.0,73.4,1,0,1,11.0
4.0,1.0,17208.0,4180.0,0.0,34.5,594465.0,16386.0,594465.0,0.0,2.5,0,0,1,20.0
6.0,1.0,72828.0,30726.0,95.0,25.5,2054500.0,80250.0,2054500.0,0.0,8.5,1,0,1,21.0
1.0,1.0,30160.0,0.0,0.0,28.5,864077.0,30139.0,244760.0,619320.0,33.9,1,0,1,52.0
4.0,1.0,29357.0,0.0,99.0,19.89999962,590077.0,24406.0,590077.0,0.0,2.4,0,0,1,29.0
4.0,1.0,25003.0,3642.0,91.0,24.10000038,697124.0,28645.0,697124.0,0.0,2.9,0,0,1,30.0
4.0,1.0,33521.0,1023.0,95.0,19.70000076,664788.0,28495.0,664788.0,0.0,2.8,0,0,1,30.0
3.0,1.0,22195.0,0.0,78.0,27.5,618706.0,22195.0,618706.0,0.0,2.6,0,0,1,61.0
5.0,1.0,72155.0,0.0,67.0,30.29999924,2216870.0,72155.0,1533233.0,683640.0,42.6,1,0,1,45.0
3.0,1.0,22632.0,7448.0,95.0,19.89999962,603236.0,30080.0,603235.0,0.0,2.5,0,0,1,32.0
25.0,1.0,255205.0,5480.0,0.0,44.29999924,14116450.0,305179.0,8233886.0,5882570.0,346.5,2,1,1,28.0
4.0,1.0,20467.0,0.0,97.0,17.70000076,360389.0,20467.0,360389.0,0.0,1.5,0,1,1,58.0
1.0,1.0,40189.0,0.0,0.0,50.70000076,1933166.0,28347.0,1085771.0,847400.0,49.5,1,0,1,24.0
2.0,1.0,28109.0,0.0,0.0,101.1999969,2844840.0,28109.0,2811471.0,33370.0,13.4,1,0,1,55.0
2.0,1.0,27000.0,0.0,67.0,46.90000153,3622182.0,49334.0,2323286.0,1298900.0,78.6,1,0,1,33.0
6.0,1.0,35770.0,0.0,25.0,125.9000015,4455968.0,35770.0,551608.0,3904360.0,209.6,1,1,2,93.0
5.0,1.0,51900.0,0.0,0.0,100.4000015,5133152.0,51900.0,443211.0,4689940.0,250.9,1,1,1,96.0
9.0,1.0,48006.0,0.0,99.0,38.0,2104934.0,54331.0,1138896.0,966040.0,56.0,1,1,2,93.0
2.0,1.0,29631.0,0.0,0.0,106.5,3608872.0,16000.0,2200316.0,1408560.0,83.9,1,1,1,61.0
2.0,1.0,21315.0,0.0,53.0,143.0,2892609.0,20424.0,699187.0,2193420.0,119.4,1,1,1,48.0
5.0,1.0,23821.0,0.0,0.0,37.79999924,910470.0,23821.0,302609.0,607860.0,33.5,1,0,1,25.0
11.0,1.0,53290.0,0.0,88.0,33.59999847,1774358.0,53290.0,1774358.0,0.0,7.3,2,1,1,41.0
4.0,1.0,32040.0,0.0,52.0,45.29999924,1450641.0,32040.0,813965.0,636676.0,37.2,0,1,1,30.0
4.0,1.0,22716.0,0.0,57.0,32.09999847,712014.0,22298.0,712014.0,0.0,2.9,0,0,1,36.0
4.0,1.0,36292.0,7185.0,73.0,55.0,1832965.0,33292.0,1071219.0,761750.0,44.9,0,0,1,54.0
5.0,1.0,25845.0,5195.0,94.0,22.79999924,598437.0,25845.0,594347.0,4090.0,2.7,1,0,1,91.0
4.0,1.0,23636.0,0.0,94.0,25.60000038,611666.0,23636.0,611666.0,0.0,2.5,0,0,1,64.0
4.0,1.0,87864.0,22000.0,95.0,24.0,2129063.0,87864.0,2129063.0,0.0,8.8,0,0,1,39.0
4.0,1.0,25357.0,0.0,0.0,20.20000076,517629.0,25357.0,479317.0,38310.0,4.0,0,0,1,39.0
4.0,1.0,24084.0,0.0,0.0,53.09999847,1270880.0,24084.0,572248.0,698630.0,39.5,0,0,1,46.0
4.0,1.0,36732.0,0.0,92.0,25.60000038,868081.0,34018.0,868081.0,0.0,3.6,0,0,1,63.0
4.0,1.0,35178.0,5959.0,1.0,127.6999969,5242807.0,41669.0,364684.0,4878120.0,260.6,0,0,1,92.0
3.0,1.0,21234.0,0.0,85.0,39.29999924,837106.0,21234.0,381686.0,455420.0,25.8,0,0,1,108.0
5.0,1.0,25671.0,3783.0,93.0,25.60000038,663532.0,25671.0,663532.0,0.0,2.7,1,0,1,59.0
4.0,1.0,25596.0,0.0,98.0,20.10000038,516783.0,25596.0,516784.0,0.0,2.1,0,0,1,59.0
3.0,1.0,23120.0,0.0,16.0,88.69999695,2051589.0,23120.0,271824.0,1779770.0,95.6,0,0,1,73.0
6.0,1.0,39212.0,0.0,89.0,33.79999924,1333422.0,39212.0,1333422.0,0.0,5.5,1,0,1,63.0
4.0,1.0,22093.0,0.0,84.0,25.10000038,559239.0,22093.0,559239.0,0.0,2.3,0,0,1,61.0
2.0,1.0,22113.0,0.0,89.0,25.5,158419.0,6213.0,158420.0,0.0,0.7,0,0,1,115.0
4.0,1.0,41298.0,15812.0,72.0,41.5,1801819.0,43144.0,1403290.0,398530.0,27.0,1,0,1,37.0
4.0,1.0,40370.0,0.0,0.0,24.89999962,1010446.0,40370.0,1010446.0,0.0,4.2,0,0,1,107.0
4.0,1.0,51150.0,0.0,57.0,81.90000153,3911198.0,48320.0,507302.0,3403900.0,182.9,0,0,1,97.0
8.0,1.0,83306.0,46554.0,98.0,67.90000153,5599119.0,83306.0,1101158.0,4497960.0,243.4,1,0,1,71.0
3.0,4.0,72671.0,0.0,61.0,35.5,2104894.0,58831.0,2073840.0,31050.0,10.2,0,0,1,46.0
2.0,1.0,22382.0,0.0,66.0,33.70000076,760375.0,22382.0,760375.0,0.0,3.1,0,0,1,54.0
3.0,1.0,27639.0,0.0,58.0,33.09999847,790250.0,23726.0,759194.0,31060.0,4.8,0,0,1,44.0
2.0,1.0,101613.0,0.0,99.0,24.79999924,2538681.0,101613.0,1948270.0,590410.0,39.4,0,0,1,51.0
3.0,1.0,30942.0,0.0,72.0,29.79999924,927494.0,30942.0,927494.0,0.0,3.8,0,0,1,35.0
2.0,1.0,20398.0,0.0,0.0,327.2999878,6675498.0,19232.0,2414267.0,4261230.0,236.3,1,0,1,119.0
1.0,1.0,41308.0,0.0,16.0,32.79999924,1375259.0,41308.0,875494.0,499765.0,30.2,1,1,0,69.0
3.0,1.0,36751.0,0.0,0.0,82.40000153,3039753.0,36751.0,420215.0,2619540.0,140.9,0,0,1,91.0
4.0,1.0,39888.0,0.0,45.0,64.30000305,2555198.0,39888.0,806923.0,1748280.0,96.2,0,0,1,43.0
3.0,1.0,30833.0,0.0,0.0,23.89999962,742916.0,30833.0,742916.0,0.0,3.1,0,0,1,21.0
6.0,1.0,28453.0,0.0,0.0,30.5,868295.0,26122.0,864488.0,3807.0,3.8,1,0,1,20.0
7.0,1.0,28291.0,0.0,94.0,25.60000038,736859.0,28291.0,736859.0,0.0,3.0,1,1,1,55.0
4.0,1.0,34459.0,0.0,78.0,24.5,849543.0,34459.0,849543.0,0.0,3.5,0,0,1,22.0
6.0,1.0,40025.0,0.0,87.0,36.59999847,1473207.0,40025.0,973462.0,499745.0,30.6,1,0,1,19.0
8.0,1.0,25012.0,0.0,0.0,30.39999962,771113.0,25012.0,771113.0,0.0,3.2,1,1,1,40.0
7.0,1.0,30709.0,5041.0,100.0,38.70000076,1396364.0,35750.0,811065.0,585300.0,34.4,1,0,1,53.0
5.0,1.0,34726.0,0.0,84.0,24.79999924,857139.0,34726.0,857139.0,0.0,3.5,1,0,1,37.0
3.0,1.0,49106.0,0.0,43.0,26.39999962,1309117.0,49106.0,1309117.0,0.0,5.4,0,1,1,41.0
3.0,1.0,30870.0,0.0,82.0,24.0,781988.0,32360.0,781988.0,0.0,3.2,0,0,1,19.0
7.0,1.0,109284.0,0.0,100.0,22.89999962,1797938.0,78669.0,1797938.0,0.0,7.4,1,1,1,20.0
4.0,1.0,28766.0,0.0,0.0,38.29999924,1119446.0,28766.0,589176.0,530270.0,30.6,0,0,1,22.0
4.0,1.0,24570.0,0.0,84.0,26.10000038,648529.0,24570.0,648529.0,0.0,2.7,0,0,1,40.0
5.0,1.0,50749.0,0.0,79.0,30.39999962,1566098.0,39432.0,1507824.0,58270.0,9.3,1,1,1,14.0
6.0,1.0,91520.0,0.0,56.0,36.59999847,3359978.0,82368.0,3273566.0,86410.0,18.1,1,1,1,14.0
4.0,1.0,51376.0,11128.0,78.0,34.90000153,1498950.0,42803.0,1020019.0,478930.0,29.7,0,1,1,17.0
7.0,1.0,39962.0,0.0,0.0,39.40000153,1595712.0,39962.0,785034.0,810680.0,46.3,1,1,1,18.0
3.0,1.0,43878.0,0.0,0.0,31.20000076,1030593.0,12000.0,750526.0,280070.0,18.0,1,1,1,108.0
3.0,1.0,34976.0,0.0,0.0,22.39999962,791627.0,34976.0,582848.0,208780.0,13.5,1,0,1,109.0
3.0,1.0,22604.0,0.0,68.0,56.40000153,1262046.0,22604.0,221066.0,1040980.0,56.2,0,0,1,74.0
4.0,1.0,46296.0,0.0,1.0,162.8000031,7422541.0,46296.0,325709.0,7096833.0,378.3,0,0,1,112.0
3.0,1.0,31400.0,4882.0,96.0,32.0,1006962.0,31400.0,604418.0,402540.0,23.9,0,0,1,92.0
9.0,1.0,44547.0,10273.0,45.0,59.5,2629678.0,44547.0,2106829.0,522850.0,36.5,1,0,1,51.0
6.0,1.0,37296.0,6720.0,100.0,21.0,790399.0,37296.0,790399.0,0.0,3.3,1,0,1,61.0
3.0,1.0,28564.0,2988.0,77.0,54.09999847,1688884.0,31552.0,267377.0,1421510.0,76.6,0,0,1,91.0
3.0,1.0,29533.0,0.0,97.0,45.59999847,1361657.0,29533.0,245653.0,1116000.0,60.3,0,0,1,96.0
3.0,1.0,20688.0,0.0,21.0,79.40000153,1634746.0,20688.0,290606.0,1344140.0,72.6,0,0,1,91.0
3.0,1.0,22972.0,0.0,66.0,57.29999924,1306141.0,22972.0,214918.0,1091220.0,58.8,0,1,1,75.0
4.0,1.0,45494.0,3540.0,92.0,27.5,1359982.0,49034.0,1359983.0,0.0,5.6,0,0,1,36.0
4.0,1.0,27008.0,6156.0,88.0,25.79999924,695921.0,27008.0,695921.0,0.0,2.9,0,0,1,59.0
4.0,1.0,38407.0,0.0,73.0,30.89999962,1195964.0,38407.0,1195964.0,0.0,4.9,0,0,1,114.0
6.0,1.0,75086.0,13336.0,1.0,293.7999878,22056644.0,75086.0,1070131.0,20986509.0,1119.0,1,0,1,66.0
4.0,1.0,56074.0,0.0,88.0,25.29999924,1428412.0,56074.0,1428412.0,0.0,5.9,0,0,1,36.0
4.0,1.0,43132.0,0.0,73.0,26.70000076,1160702.0,43132.0,1160702.0,0.0,4.8,0,0,1,40.0
5.0,1.0,25671.0,0.0,95.0,27.39999962,707183.0,25671.0,707183.0,0.0,2.9,1,0,1,53.0
4.0,1.0,25550.0,5829.0,77.0,29.0,913836.0,31379.0,913836.0,0.0,3.8,0,0,1,28.0
4.0,1.0,24052.0,0.0,82.0,26.0,630496.0,24052.0,630496.0,0.0,2.6,0,0,1,52.0
6.0,1.0,72985.0,46370.0,87.0,26.60000038,1955044.0,72985.0,1955044.0,0.0,8.1,1,0,1,18.0
1.0,1.0,38255.0,0.0,81.0,29.60000038,1550717.0,50223.0,98641.0,1452080.0,77.5,1,0,1,64.0
1.0,25.0,275701.0,0.0,0.0,141.3000031,39256160.0,109093.0,27634296.0,11621870.0,731.6,2,0,0,66.0
4.0,1.0,144779.0,0.0,79.0,26.5,3861192.0,144779.0,3861193.0,0.0,16.0,0,1,1,51.0
3.0,1.0,20210.0,0.0,94.0,25.5,513573.0,20000.0,384636.0,128940.0,8.4,0,1,1,54.0
2.0,2.0,21708.0,0.0,65.0,58.5,1285202.0,21708.0,429993.0,855210.0,47.2,0,1,1,65.0
2.0,1.0,55842.0,0.0,39.0,34.20000076,1477257.0,42762.0,1477257.0,0.0,6.1,0,1,1,15.0
12.0,1.0,81857.0,15303.0,6.0,54.79999924,4482602.0,80792.0,4482604.0,0.0,18.5,2,1,1,51.0
4.0,1.0,23875.0,0.0,7.0,92.90000153,2250238.0,23875.0,322781.0,1927460.0,103.7,0,0,1,92.0
4.0,1.0,22763.0,0.0,0.0,17.39999962,435892.0,21804.0,435892.0,0.0,1.8,0,1,1,22.0
3.0,1.0,48924.0,0.0,61.0,74.40000153,2317818.0,31325.0,1033152.0,1284670.0,72.5,1,1,1,32.0
6.0,1.0,22551.0,0.0,79.0,39.29999924,884605.0,22551.0,737489.0,147110.0,10.9,1,0,1,20.0
2.0,1.0,21643.0,0.0,0.0,53.79999924,1152592.0,21643.0,324448.0,828140.0,45.3,0,1,1,32.0
4.0,1.0,22660.0,4304.0,0.0,20.89999962,472847.0,22660.0,472847.0,0.0,2.0,0,0,1,27.0
8.0,1.0,139301.0,0.0,0.0,33.79999924,3343534.0,94506.0,3118579.0,224950.0,24.9,1,1,1,23.0
4.0,1.0,32297.0,18036.0,84.0,27.79999924,1420800.0,50333.0,1420801.0,0.0,5.9,1,1,1,62.0
4.0,1.0,35526.0,21906.0,0.0,58.40000153,2014396.0,34160.0,2014396.0,0.0,8.3,1,1,1,35.0
3.0,1.0,17956.0,7956.0,0.0,42.40000153,733664.0,17332.0,733664.0,0.0,3.0,1,1,1,52.0
3.0,1.0,35224.0,21908.0,83.0,44.29999924,1493891.0,33705.0,1493891.0,0.0,6.2,1,1,1,21.0
6.0,1.0,49510.0,0.0,21.0,60.09999847,3001168.0,49510.0,2504512.0,496660.0,36.7,1,0,1,53.0
3.0,1.0,23664.0,0.0,34.0,47.90000153,1068679.0,22124.0,1068679.0,0.0,4.4,0,0,1,44.0
3.0,1.0,41369.0,800.0,68.0,31.29999924,1155361.0,36628.0,1155361.0,0.0,4.8,0,0,1,15.0
4.0,1.0,56334.0,0.0,88.0,32.29999924,1850742.0,56934.0,1207585.0,643160.0,39.2,0,0,1,15.0
3.0,1.0,144682.0,0.0,81.0,31.29999924,4575090.0,144404.0,3176076.0,1399010.0,87.4,0,0,1,13.0
1.0,1.0,23706.0,0.0,78.0,15.30000019,370474.0,23706.0,147827.0,222650.0,12.4,1,0,0,58.0
5.0,1.0,27288.0,0.0,91.0,35.79999924,980292.0,27288.0,396511.0,583780.0,32.6,1,0,1,58.0
1.0,1.0,49066.0,0.0,0.0,79.5,3989441.0,49000.0,447051.0,3542390.0,190.0,1,0,1,104.0
3.0,1.0,30740.0,0.0,0.0,34.79999924,1386439.0,28293.0,310054.0,1076390.0,58.5,1,0,0,69.0
4.0,1.0,21540.0,0.0,51.0,38.79999924,841612.0,21540.0,841612.0,0.0,3.5,0,1,1,59.0
2.0,1.0,332900.0,0.0,33.0,46.20000076,13062043.0,281280.0,13062044.0,0.0,54.0,0,1,1,74.0
1.0,2.0,67450.0,0.0,96.0,49.40000153,3365120.0,34000.0,2525872.0,839250.0,55.0,1,1,1,62.0
1.0,1.0,39971.0,0.0,31.0,59.5,2712900.0,44808.0,958627.0,1754270.0,97.1,1,1,1,63.0
6.0,1.0,56035.0,11761.0,11.0,71.80000305,4057344.0,56035.0,2904404.0,1152940.0,73.2,1,0,1,15.0
4.0,1.0,112150.0,8543.0,80.0,43.59999847,4912260.0,112150.0,2001172.0,2911090.0,162.9,0,0,1,34.0
1.0,1.0,46970.0,0.0,0.0,8.399999619,394070.0,46970.0,394070.0,0.0,1.6,1,0,1,73.0
1.0,1.0,47554.0,0.0,0.0,32.0,1004180.0,18133.0,732098.0,272080.0,17.5,1,0,1,90.0
2.0,1.0,37616.0,5400.0,97.0,32.0,1270262.0,38327.0,461422.0,808840.0,44.9,1,0,1,42.0
2.0,1.0,20671.0,0.0,100.0,11.60000038,246334.0,20671.0,42544.0,203790.0,11.0,1,0,1,81.0
2.0,1.0,24150.0,0.0,100.0,15.89999962,325955.0,20125.0,325955.0,0.0,1.3,0,1,1,36.0
1.0,1.0,21600.0,0.0,68.0,23.0,505060.0,21600.0,168596.0,336460.0,18.6,1,1,1,94.0
5.0,1.0,30418.0,0.0,0.0,22.70000076,491345.0,21474.0,491345.0,0.0,2.0,1,1,1,22.0
4.0,1.0,21754.0,0.0,0.0,56.29999924,1095281.0,19189.0,527910.0,567370.0,32.3,0,0,1,21.0
3.0,1.0,29378.0,0.0,88.0,27.89999962,687072.0,24589.0,437263.0,249810.0,15.1,0,1,1,24.0
1.0,1.0,35844.0,0.0,97.0,19.39999962,1074362.0,53138.0,1074362.0,0.0,4.4,1,0,1,44.0
3.0,1.0,31774.0,0.0,68.0,53.59999847,1817629.0,19896.0,1623604.0,194020.0,17.0,1,1,1,105.0
4.0,1.0,79364.0,26854.0,90.0,40.20000076,2733297.0,67842.0,1575082.0,1158210.0,68.0,0,1,1,15.0
5.0,1.0,159507.0,57639.0,49.0,44.70000076,7164624.0,154063.0,4925307.0,2239320.0,139.3,1,1,1,24.0
2.0,1.0,33852.0,0.0,81.0,28.60000038,974413.0,33852.0,974413.0,0.0,4.0,0,0,1,42.0
3.0,1.0,17514.0,3085.0,0.0,29.20000076,514862.0,17514.0,514862.0,0.0,2.1,0,1,1,45.0
11.0,1.0,54860.0,11290.0,37.0,43.90000153,2438647.0,54860.0,2438647.0,0.0,10.1,2,1,1,56.0
3.0,1.0,25507.0,4389.0,30.0,34.59999847,892041.0,25507.0,892041.0,0.0,3.7,0,1,1,95.0
3.0,1.0,20022.0,0.0,94.0,38.20000076,768695.0,20022.0,459933.0,308760.0,18.3,0,1,1,111.0
3.0,1.0,49291.0,0.0,93.0,21.39999962,1065031.0,49291.0,1065031.0,0.0,4.4,0,0,1,37.0
10.0,1.0,97978.0,0.0,79.0,46.90000153,4616034.0,97978.0,2981080.0,1634950.0,99.2,2,1,1,49.0
6.0,1.0,68459.0,18582.0,93.0,27.39999962,1884924.0,66615.0,1884925.0,0.0,7.8,1,1,1,13.0
6.0,1.0,221996.0,149446.0,0.0,44.20000076,9890173.0,212996.0,5247792.0,4642380.0,268.3,1,1,1,13.0
4.0,1.0,21608.0,0.0,91.0,22.70000076,492703.0,21608.0,492703.0,0.0,2.0,0,0,1,57.0
3.0,1.0,24435.0,9298.0,94.0,37.70000076,926791.0,24435.0,470918.0,455870.0,26.2,0,1,1,30.0
1.0,1.0,26094.0,0.0,58.0,16.10000038,420735.0,26094.0,420735.0,0.0,1.7,1,1,1,68.0
2.0,1.0,23687.0,0.0,93.0,22.5,528908.0,23687.0,528907.0,0.0,2.2,1,1,1,38.0
2.0,1.0,24221.0,0.0,30.0,50.5,1257018.0,24221.0,1257018.0,0.0,5.2,1,1,1,38.0
3.0,2.0,34030.0,0.0,19.0,76.80000305,1789176.0,23198.0,1386141.0,403040.0,27.1,1,1,1,42.0
1.0,1.0,43728.0,0.0,0.0,416.2000122,18197866.0,43728.0,6876374.0,11321490.0,629.7,1,1,1,121.0
2.0,1.0,57116.0,14803.0,0.0,89.5,5272368.0,35550.0,4076436.0,1195930.0,80.4,1,1,1,121.0
2.0,1.0,32027.0,0.0,59.0,88.59999847,2839008.0,17526.0,1410674.0,1428330.0,81.7,1,1,1,121.0
3.0,1.0,40264.0,7572.0,0.0,67.19999695,2899119.0,43336.0,1362647.0,1536470.0,87.2,1,1,0,29.0
3.0,1.0,34425.0,0.0,90.0,56.79999924,1986363.0,34425.0,1136573.0,849790.0,49.8,1,1,1,107.0
7.0,1.0,110478.0,32108.0,73.0,50.90000153,5702410.0,104362.0,3244929.0,2457480.0,143.9,1,1,1,12.0
6.0,1.0,110944.0,36487.0,100.0,33.40000153,3714825.0,107044.0,2141129.0,1573700.0,92.4,1,1,1,2.0
2.0,1.0,52609.0,0.0,69.0,41.79999924,2435423.0,57104.0,901243.0,1534180.0,85.2,1,1,1,50.0
6.0,1.0,29358.0,0.0,0.0,25.70000076,755314.0,29358.0,516844.0,238470.0,14.8,1,0,1,28.0
6.0,1.0,70307.0,22534.0,89.0,31.89999962,1660417.0,50517.0,1660417.0,0.0,6.9,1,1,1,22.0
5.0,1.0,82082.0,0.0,11.0,45.79999924,2881380.0,62472.0,2784726.0,96650.0,16.7,1,1,1,40.0
4.0,1.0,33852.0,0.0,94.0,35.20000076,1202261.0,33852.0,469735.0,732520.0,40.8,0,0,1,26.0
13.0,1.0,57099.0,97790.0,76.0,29.0,4482004.0,154889.0,2416360.0,2065650.0,119.7,2,1,1,36.0
7.0,1.0,172135.0,21811.0,65.0,57.59999847,9916152.0,163183.0,5183166.0,4732990.0,272.8,1,1,1,17.0
1.0,1.0,29619.0,0.0,60.0,40.29999924,1251247.0,24151.0,394429.0,856820.0,47.1,1,1,0,31.0
3.0,1.0,34846.0,0.0,65.0,33.20000076,1163231.0,34846.0,1163231.0,0.0,4.8,0,1,1,53.0
6.0,1.0,62538.0,0.0,70.0,36.59999847,2316691.0,62780.0,2316691.0,0.0,9.6,1,1,1,41.0
3.0,1.0,25200.0,0.0,0.0,90.0,2147908.0,16000.0,1110305.0,1037600.0,59.7,1,1,1,114.0
2.0,1.0,28296.0,0.0,44.0,50.70000076,1450545.0,28296.0,918632.0,531910.0,32.0,1,1,1,58.0
5.0,1.0,42360.0,81900.0,0.0,44.20000076,1614107.0,81900.0,1614107.0,0.0,6.7,1,1,1,39.0
6.0,1.0,56981.0,14616.0,0.0,26.70000076,1535823.0,53523.0,1535823.0,0.0,6.4,1,0,1,23.0
3.0,1.0,31357.0,0.0,53.0,65.30000305,2051216.0,25500.0,1819521.0,231695.0,19.8,1,1,1,22.0
1.0,1.0,53550.0,0.0,80.0,24.70000076,1440311.0,30133.0,1010707.0,429600.0,27.0,1,1,1,61.0
1.0,1.0,38412.0,0.0,36.0,81.0,3343902.0,32000.0,317747.0,3026160.0,162.0,1,1,1,97.0
1.0,1.0,25881.0,0.0,7.0,34.0,973101.0,25489.0,764636.0,208470.0,14.2,1,1,1,91.0
5.0,1.0,91560.0,0.0,79.0,29.39999962,2717611.0,91560.0,2717611.0,0.0,11.2,1,1,1,42.0
5.0,1.0,23286.0,0.0,0.0,28.89999962,708672.0,22282.0,708672.0,0.0,2.9,1,1,1,20.0
4.0,1.0,37456.0,0.0,79.0,27.20000076,1031561.0,37456.0,1031561.0,0.0,4.3,0,1,1,32.0
8.0,1.0,50784.0,0.0,94.0,26.70000076,1374194.0,50784.0,1374194.0,0.0,5.7,1,1,1,58.0
10.0,1.0,38220.0,0.0,7.0,151.1000061,5224254.0,35035.0,523612.0,4700640.0,251.8,2,1,1,61.0
4.0,1.0,35251.0,0.0,68.0,22.39999962,798083.0,35254.0,798084.0,0.0,3.3,0,1,1,40.0
1.0,1.0,24291.0,0.0,80.0,44.40000153,1092593.0,24023.0,380687.0,711910.0,39.4,1,1,1,68.0
1.0,1.0,36544.0,0.0,76.0,8.199999809,300531.0,36544.0,300531.0,0.0,1.2,1,1,1,55.0
4.0,1.0,35456.0,0.0,100.0,19.5,512756.0,26230.0,512756.0,0.0,2.1,0,0,1,22.0
2.0,1.0,23923.0,0.0,36.0,54.20000076,1327730.0,23923.0,383453.0,944280.0,51.7,1,0,1,90.0
1.0,1.0,20796.0,0.0,0.0,68.5,1457691.0,20796.0,373911.0,1083780.0,59.1,1,1,1,72.0
1.0,1.0,20724.0,0.0,0.0,70.40000153,1443870.0,20724.0,264551.0,1179320.0,63.7,1,1,1,71.0
1.0,1.0,25375.0,0.0,0.0,75.40000153,1935752.0,23419.0,1935752.0,0.0,8.0,1,1,0,66.0
1.0,1.0,22803.0,0.0,69.0,34.90000153,809922.0,19373.0,399457.0,410460.0,23.5,1,1,1,36.0
1.0,1.0,23100.0,0.0,0.0,159.6000061,3958496.0,13593.0,1476757.0,2481740.0,137.9,1,1,2,36.0
1.0,1.0,41550.0,0.0,35.0,56.5,2395976.0,41550.0,609158.0,1786820.0,97.4,1,1,1,70.0
2.0,1.0,54170.0,0.0,0.0,62.09999847,3362431.0,54170.0,1808590.0,1553840.0,90.0,1,1,1,27.0
2.0,1.0,64493.0,0.0,46.0,42.79999924,2755841.0,63862.0,1791862.0,963980.0,58.6,1,1,1,21.0
2.0,1.0,42252.0,0.0,9.0,100.1999969,4219046.0,42252.0,219443.0,3999603.0,213.3,1,1,1,109.0
1.0,1.0,23100.0,0.0,96.0,23.10000038,534190.0,23250.0,520919.0,13270.0,2.9,1,1,1,66.0
2.0,1.0,37340.0,17471.0,0.0,82.30000305,3072706.0,37340.0,3072706.0,0.0,12.7,1,1,1,19.0
4.0,1.0,21640.0,0.0,92.0,28.10000038,614421.0,21640.0,614421.0,0.0,2.5,0,1,1,59.0
4.0,1.0,66299.0,21744.0,95.0,33.29999924,2228174.0,66286.0,1418322.0,809850.0,48.9,0,1,1,11.0
1.0,1.0,41428.0,0.0,73.0,41.0,1637483.0,39802.0,568862.0,1068620.0,59.1,1,1,1,60.0
